OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500418,Sample-Routine,Water,Surface Water,4/24/85,11:50:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,86,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100147,Sample-Routine,Water,Surface Water,7/28/81,12:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02089500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,860,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99002366,Sample-Routine,Water,Surface Water,10/17/89,15:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,870,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000433,Sample-Routine,Water,Surface Water,12/12/79,9:15:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106648,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,88,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400081,Sample-Routine,Water,Surface Water,5/21/84,11:40:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,88,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300025,Sample-Routine,Water,Surface Water,11/10/82,10:30:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,88,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300226,Sample-Routine,Water,Surface Water,7/14/83,12:10:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,88,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301502,Sample-Routine,Water,Surface Water,7/29/93,12:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214183365,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,89,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99400282,Sample-Routine,Water,Surface Water,11/18/93,15:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02141245,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,890,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600632,Sample-Routine,Water,Surface Water,9/3/86,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02129000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99102062,Sample-Routine,Water,Groundwater,5/15/91,10:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-352402080485201,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700224,Sample-Routine,Water,Surface Water,4/20/77,17:45:00,EST,,,,Other:Not valid for new data entry,USGS-02084556,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98902290,Sample-Routine,Water,Groundwater,7/31/89,13:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-352418080485101,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300587,Sample-Routine,Water,Surface Water,3/9/93,14:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429930,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98901018,Sample-Routine,Water,Groundwater,5/16/89,10:10:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-351330080410801,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100446,Sample-Routine,Water,Surface Water,6/23/81,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300870,Sample-Routine,Water,Groundwater,4/28/93,13:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-351339080413201,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99500647,Sample-Routine,Water,Surface Water,6/20/95,12:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,9,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97901437,Sample-Routine,Water,Surface Water,9/10/79,13:00:00,EDT,14.5,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98900469,Sample-Routine,Water,Surface Water,6/22/89,12:15:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988490,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99000300,Sample-Routine,Water,Surface Water,11/14/89,10:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02126000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.00100558,Sample-Routine,Water,Surface Water,12/13/00,12:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429930,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Accepted,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000614,Sample-Routine,Water,Surface Water,4/21/80,15:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200265,Sample-Routine,Water,Surface Water,11/23/81,9:15:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300820,Sample-Routine,Water,Surface Water,4/20/93,10:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212404990,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400551,Sample-Routine,Water,Surface Water,7/16/84,11:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210782005,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600633,Sample-Routine,Water,Surface Water,9/2/86,10:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02116500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000620,Sample-Routine,Water,Surface Water,7/21/80,15:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98401014,Not determined,Water,Surface Water,1/3/84,9:05:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214620750,,,Not determined,Not Determined (historical),USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99002367,Sample-Routine,Water,Surface Water,11/29/89,9:10:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429912,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900187,Sample-Routine,Water,Surface Water,5/1/79,9:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084556,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,90,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99801220,Sample-Routine,Water,Surface Water,4/14/98,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214658250,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,90,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500376,Sample-Routine,Water,Surface Water,7/31/85,10:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02105769,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,900,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201940,Sample-Routine,Water,Surface Water,7/20/92,11:30:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,NH3+ORG-D&T RR  VALUES DUP'ED,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9000,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301821,Sample-Routine,Water,Surface Water,9/23/93,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,910,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800144,Sample-Routine,Water,Surface Water,12/5/77,12:30:00,EST,,,,,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,910,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99402589,Sample-Routine,Water,Surface Water,6/23/94,13:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429930,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,910,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700493,Sample-Routine,Water,Surface Water,12/7/76,11:45:00,EST,,,,Other:Not valid for new data entry,USGS-02105769,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400440,Sample-Routine,Water,Surface Water,11/29/83,8:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0209741955,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400633,Sample-Routine,Water,Surface Water,3/20/84,11:20:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789100,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300219,Sample-Routine,Water,Surface Water,1/27/93,9:05:00,EST,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214157625,,,Not determined,Spring breakup,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99302283,Sample-Routine,Water,Surface Water,9/30/93,15:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02141245,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000039,Sample-Routine,Water,Surface Water,4/21/80,12:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300863,Sample-Routine,Water,Surface Water,4/21/93,9:45:00,EDT,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02082731,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81 with Teflon cap and nozzle,,Fecal Coliform,92,cfu/100ml,Historical,,Estimated,31625,E,USGS,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000445,Sample-Routine,Water,Surface Water,12/12/79,10:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106651,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500140,Sample-Routine,Water,Surface Water,4/30/85,14:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0208700780,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,92,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700614,Sample-Routine,Water,Surface Water,4/27/87,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02083500,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,920,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400577,Sample-Routine,Water,Surface Water,5/31/84,9:40:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210787855,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,920,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500429,Sample-Routine,Water,Surface Water,2/13/85,11:20:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789100,,,Peak stage,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,920,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400416,Sample-Routine,Water,Surface Water,1/24/84,11:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02097314,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,9200,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99400436,Sample-Routine,Water,Surface Water,12/14/93,10:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214192500,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,93,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400386,Sample-Routine,Water,Surface Water,9/14/84,15:05:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091970,,,"Stable, normal stage",Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,930,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99801251,Sample-Routine,Water,Surface Water,7/7/98,13:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429940,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,930,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400661,Sample-Routine,Water,Surface Water,1/11/84,15:50:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789120,,,Not determined,Flood,USGS,USGS,USGS,Unknown,,Fecal Coliform,940,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100162,Sample-Routine,Water,Surface Water,9/15/81,15:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,940,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100418,Sample-Routine,Water,Surface Water,8/31/81,10:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,95,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99501114,Sample-Routine,Water,Surface Water,8/17/95,9:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429960,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,950,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800609,Sample-Routine,Water,Surface Water,8/3/88,10:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02116500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400363,Sample-Routine,Water,Surface Water,9/5/84,14:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02091500,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100045,Sample-Routine,Water,Surface Water,5/26/81,13:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02083500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400036,Sample-Routine,Water,Surface Water,11/15/83,9:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,96,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
